id	category	title_wen	title_eng	title_pol	source
253	aphorisms	Wyna guta omorze krzeje tuty marz łokrzymar. [Marek Fliczy H	One drop of love creates a whole sea of tears. [Bolesław Szc	Jedna kropla miłości tworzy całe morze łez. [Bolesław Szczęs	sawtacie
254	aphorisms	Omiczyca i omórz jekunie olegacie en wynu łu legaceń płerześ	The friendship and love of a woman, joined into one, that is	Przyjaźń i miłość kobiety połączone w jedno to najcenniejszy	sawtacie
255	aphorisms	Pieskieł ludzi za omorze morze, maż szyk mółt za łu wiwie! [	Few people die for love, but so many people live for it! [Jó	Mało ludzi z miłości umiera, a tak wiele z niej żyje! [Józef	sawtacie
256	aphorisms	Mia flictać ja wyn numię: Jannessie. [Irl-Ania]	My happiness carries only one name: Jannessie [Irl-Ania]	Moje szczęście ma jedno imię: Jannessie. [Irl-Ania]	sawtacie
257	aphorisms	Biew łoc – nie mieć woszkar o niełowuręca!	Drink milk – don't force cows into unemployment!	Pij mleko – nie wysyłaj krów na bezrobocie!	sawtacie
258	aphorisms	Omórz – łu śrewtydzień, o kwała kośkiny wadzie komód włątarz	Love is the kind of slavery, into which everyone goes volunt	Miłość – to niewola, do której każdy idzie na ochotnika. [Wł	sawtacie
259	aphorisms	Jekuna płuręcia za omorze je trów biała en miór okłór, prokó	A woman crying for love in my eyes is too beautiful for me t	Kobieta płacząca z miłości jest zbyt piękną w moich oczach, 	sawtacie
260	aphorisms	Omórz sień urzałar – łu wita sień finie! [Zygmunt Rubrzyny]	Love without limits – that's life without end! [Zygmunt Kras	Miłość bez granic – to życie bez końca! [Zygmunt Krasiński]	sawtacie
261	aphorisms	Kośkiny moszkieł wlarsi owiar Desdemona u Ofelia komód fiemn	Every one wishes a Desdemona or Ophelia for a wife, — creatu	Każdy mężczyzna chciałby mieć za żonę Desdemonę albo Ofelię:	sawtacie
262	aphorisms	Kród dolęci je mółt piejerzy dzie dzięcie dolęciej, nąk nie 	An aching heart is many times worse than an aching tooth, be	Bolące serce jest o wiele gorsze od bolącego zęba, bo nie da	sawtacie
263	aphorisms	Moszkli jerzę siąprz łu, kód fieczorą za łór jekunie. [Żowan	Men will always be what women make them be. [Jean Jacques Ro	Mężczyzni będą zawsze tym, co zrobiły z nich kobiety. [Jean 	sawtacie
264	aphorisms	Omórz łu splędórz sule, dun fatu i bieltać momiętu. [Safona]	Love is the splendour of the sun, a gift from fate, and the 	Miłość to blask słońca, dar losu i piękno chwili. [Safona]	sawtacie
265	aphorisms	Jekuna dziewienie przykłuza sięgłamięć en dwór kazór: kędy m	A woman becomes dangerous only in two cases: when a man does	Kobieta staje się niebezpieczna tylko w dwóch wypadkach: gdy	sawtacie
266	aphorisms	Omórz je win sokry, włyjęci za krodzie dziejór o krodza wyma	Love is a sacred wine that flows from the heart of gods to t	Miłość jest świętym winem, płynącym z serca bogów do serc cz	sawtacie
267	aphorisms	Omórz nie tole froce. I nie puzarzy, przekód lej nie topierz	Love does not tolerate force. And it will not rest before it	Miłość nie toleruje siły. I nie spocznie, póki jej nie stopi	sawtacie
268	aphorisms	Sień ciej o koście su komód nakła sień wiołór. Nie dziewadź!	Without you on my side I am like a ship without sails. Don't	Bez Ciebie u boku jestem jak okręt bez żagli. Nie odchodź! [	sawtacie
269	aphorisms	Sfugasz omórz par uszcz, ił enwołarzy ci par wniastra. [Koźm	If you chase away love through the door, it comes back to yo	Przegonisz miłość drzwiami, ona ci wleci oknem. [Koźma Prutk	sawtacie
270	aphorisms	Twej numię jeka en miej jenie komód muzyka: Żowan, Żowan, Żo	Your name plays in my mind like music: Jan, Jan, Jan... [Irl	Twoje imię gra w mej duszy jak muzyka: Jan, Jan, Jan... [Irl	sawtacie
271	aphorisms	Flictać szpuzała sprota sie sur talentu o omiczyca. [Frydryk	Happiness in marriage depends on the talent for friendship. 	Szczęście małżeńskie polega na talencie do przyjaźni. [Fryde	sawtacie
272	aphorisms	Nie pocie womień owiar mojerzu ciozuru sem boniej fiemnie ni	A man cannot have a greater treasure than a good wife, nor a	Nie może człowiek mieć większego skarbu nad dobrą żonę ani w	sawtacie
273	aphorisms	Żowicze, ile porule są pro ciej: ty jesz mia flictać. Nie po	Jannessie, these words are for you: you are my happiness. I 	Jannessie, deze woorden zijn voor jou: jij bent mijn geluk. 	sawtacie
274	aphorisms	Mia ownięca je komód folik en więtu. [Irl-Ania]	My future is like a leaflet in the wind. [Irl-Ania]	"Moja przyszłość jest jak listek na wietrze. [Irl-Ania]

Mijn"	sawtacie
275	aphorisms	Nie wołu nił forzy dzarnu czartanu... [Irl-Ania]	I don't want anything but a safe tomorrow... [Irl-Ania]	"Alles wat ik wil, is zeker zijn van morgen... [Irl-Ania]

Ni"	sawtacie
276	aphorisms	Omórz je kawla, en kwalej morzemy za flictacie. [Karół Kryl]	Love is a cage, in which we die of love. [Karel Kryl]	Miłość jest klatką, w której umieramy ze szczęścia. [Karel K	sawtacie
277	aphorisms	Enjematy: źryza endromięć sie. [Szczepan Brzosiny]	In love: falling asleep with a smile. [Stefan Napierski]	Zakochany: uśmiecha się zasypiając. [Stefan Napierski]	sawtacie
278	aphorisms	Płuru łokrzymie niewiżyble. [Irl-Ania]	I am crying invisible tears. [Irl-Ania]	"Ik ween onzichtbaare tranen. [Irl-Ania]

Płaczę niewidocznym"	sawtacie
279	aphorisms	Nie jerzy rozar jałbar en miu bukietu. Prokoju? [Irl-Ania]	There won't be any white roses in my bouquet. Why? [Irl-Ania	Er zullen geen witte rozen in mijn boeket zijn. Waarom? [Irl	sawtacie
280	aphorisms	Bakterie leż jaję drzec o wita, śpieczalemięć en każe!	Bacteria have a right to live as well, especially in the che	Bakterie też mają prawo do życia, szczególnie w serze!	sawtacie
281	aphorisms	Baż mie, maż parswadszerzysz sie, komód su pędruza. [Sylvia 	Kiss me, and you will find out how important I am. [Sylvia P	Pocałuj mnie, a przekonasz się, jaka jestem ważna [Sylvia Pl	sawtacie
282	aphorisms	Porła o mie szyk, nąk lubie porułar twar sopórz... Dzicz szy	Say yes to me, because I like the taste of your words... Say	Mów do mnie tak, bo lubię słów twoich smak... Mów tak. [Goya	sawtacie
283	aphorisms	Tut wyn odądź wadziesz, jęwieńszoru cie, miecim kędy mi fole	No matter where you go, I will find you, if it takes a thous	Wszystko jedno dokąd idziesz, znajdę cię, nawet jeśli mi na 	sawtacie
284	aphorisms	Przefiararsi szer twa fiemna, ka poszedziar ur Przęcze. [Mae	I would prefer to be married to you than to have the Prince'	B'fhearr leam fhin a bheith riut posda na cuid ór a Phrionns	sawtacie
285	aphorisms	Wiżyblemięć li, kwali dziemięcę za omorze, jorą że przełu ro	Obviously those, who go crazy for love, were already crazy b	Podobno ci, którzy szaleją z miłości, byli już przedtem wari	sawtacie
286	aphorisms	Ił dzieruszy... Zanowu łoniąc nów o sie. [Irl-Ania]	He's gone... Once again we are far away from each other. [Ir	Odjechał... Znów daleko nam do siebie. [Irl-Ania]	sawtacie
287	aphorisms	O miej omórz, wadź że o mie, jematy! [Devdas]	O my love, come to me now, beloved! [Devdas]	"O mere piyaa ab aa jaa re mere piyaa! [Devdas]

O moje kocha"	sawtacie
288	aphorisms	Ił je za sonie, maż wieścity en kocidzańtać... [Madzalena Łu	He comes from a dream, but is dressed like everyday life... 	On jest ze snu, a ubrany w codzienność... [Magdalena Walczak	sawtacie
289	aphorisms	Ił splędórz, kwały jałtrzy en miej wśrewą, w dera, nąk olęc 	That glare that others see in me, let is last, because I've 	Ten blask, który inni we mnie dostrzegają, niech trwa, bo do	sawtacie
290	aphorisms	Wadu sur splędorze sule, o, o...	I'm walking on sunshine, oh, oh...	Chodzę na blasku słońca, o, o...	sawtacie
291	aphorisms	Kośkina ruta je faczylerza, kędy widziesz łu, kód bony je...	Every way is easier, when you see what is good... [Kasia Kow	Każda droga jest łatwiejsza, gdy widzisz to, co dobre jest..	sawtacie
292	aphorisms	Miej kród je talemięć bosz, komód pocie szer sięgłamięć kród	My heart is so low like only a woman's heart can be [Mary Bl	Moje serce jest tak zdołowane, jak tylko serce kobiety może 	sawtacie
293	aphorisms	Joru tweja en ilej wicie i en kośkiniej postrzej. Żyru. [Irl	I will be yours in this life and in all lifes to come. I swe	Będę twoja w tym życiu i w każdym następnym. Przyrzekam. [Ir	sawtacie
294	aphorisms	Omórz ludzi małór finie sie siąprz en odze. [Francesco Petra	Bad people's love always ends with hatred. [Francesco Petrar	Miłość złych ludzi kończy się zawsze nienawiścią. [Francesco	sawtacie
295	aphorisms	Enśpieczer en fęda pocie sięgłamięć omórz, nąk ła nie jece k	Only love can look into the depth, because it doesn't throw 	Wejrzeć w głębiny może tylko miłość, bo ona nie rzuca kamien	sawtacie
296	aphorisms	Gwardęć en włoma, jematy, pięzu, kód leż sie starzy ku miu k	While looking in the flame, my love, I wonder what will happ	Patrząc w płomień, kochanie, myślę, co też się stanie z moim	sawtacie
297	aphorisms	Szy mie przedszerzysz en brocza, rzepararzysz, kód woście fa	Will you take me in your arms, will you repear what was brok	Czy mnie ramionami ogarniesz, naprawisz, co popsuł los okrut	sawtacie
298	aphorisms	Brak flicztacie łu wyn mrotąd; flicztać łu że tuty marz mrot	No happiness, that's one thing to worry about; happiness, th	Brak szczęścia to jedno zmartwienie; szczęście to już całe m	sawtacie
299	aphorisms	Żow-Aniczy molaci. O rzewokaceń! [Irl-Ania]	The J-Annies are sick. Until further notice! [Irl-Ania]	Chore J-Anki. Do odwołania! [Irl-Ania]	sawtacie
300	aphorisms	Maż stawiecz gwarda, kód sie ście: jo su tweja, maż ty jesz 	Now look what's happened: I'm yours and you're mine. [Never 	Tumhi dekho na, yeh kya ho gaya. Tumhara hoon mein aur tum m	sawtacie
301	aphorisms	Kędy jęwieńszerzysz sie sur płanie idealemięć płanu, wądź wo	When you find yourself on an ideally flat plain, where the c	Gdy znajdziesz się na idealnie płaskiej równinie, gdzie krow	sawtacie
302	aphorisms	Moszkieł je niekomplety, przekód sie nie szpuzarzy... Tęk ił	A man is incomplete till he is married... Then he is finishe	Człowiek jest niekompletny, póki się nie ożeni... Wtedy jest	sawtacie
303	aphorisms	Wądź ty ruszyś? Talemięć mi ciej brak, siębła, kód parposie 	Where'd you go? I miss you so, seems like it's been forever 	Gdzie pojechałeś? Tak mi cię brak, wydaje się, że minęła wie	sawtacie
304	aphorisms	Dziemieć mie, kód su szyk stłuta! Kwiaru, sule miej! [Irl-An	Forgive me for being so stupid! Please, sun of mine! [Irl-An	Vergeef mij, dat ik zo dom ben! Alsjeblieft, zon van mij! [I	sawtacie
305	aphorisms	Suł sur suł, jo i ty, i noce gran. [Dona Pąk]	Just the two of us, you and me, and one gram of night. [Lady	Sam na sam, ja i ty, i nocy gram. [Lady Pank]	sawtacie
306	aphorisms	Kwart szekłu po mie... Tuta reszta wołu śpiędzier sięgłamięć	A quarter of a century behind me... All the rest I want to s	Ćwierć wieku za mną... Całą resztę chcę spędzić tylko z Tobą	sawtacie
307	aphorisms	Sięgłamięć cie posu jemar szyk o fiń, komód sie jema sięgłam	Only you I can love so completely, as one loves only once. [	Tylko ciebie mogę kochać tak do końca, jak kocha się tylko r	sawtacie
308	aphorisms	Jema mie, jema mie, jematy! [Piotr Rubik]	Love me, love me, my love! [Piotr Rubik]	Kochaj mnie, kochaj mnie, kochanie! [Piotr Rubik]	sawtacie
309	aphorisms	O Łotwa ruszorą (o rzewidziąd po ocy dzejór).	And gone they are, to Latvia (see you in eight days).	Na Łotwę pajechali (do zobaczenia za osiem dni).	sawtacie
310	aphorisms	Za Łotwie rzewieńszorą! Focigaci o mróc, uta fliczy.	Back from Latvia! Deadly tired, but happy.	Z Łotwy wrócili! Skonani, ale szczęśliwi.	sawtacie
311	aphorisms	Omórz łu wita en tuciej pleńtacie, komód kupa plona winu. Wi	Love is life in its fulness like the cup with its wine. We l	Miłość to życie w całej pełni, jak puchar pełen wina. Żyjemy	sawtacie
312	aphorisms	"Trów raramięć ci łu dziku:
1. Jesz parfieceń wadęcia...
2. J"	"I tell you this too rarely:
1. You are a walking perfection."	"Zbyt rzadko ci to mówię: 

1. Jesteś chodzącą doskonałością."	sawtacie
313	aphorisms	Nieki nie ojekwale en szarmu, nąk ił włyje zaniętra. [Irl-An	Nobody can equal you in charm, because it flows from the ins	Nikt nie dorównuje ci urodą, bo ona płynie z wnętrza. [Irl-A	sawtacie
314	aphorisms	Komód cierzyblemięć wiody je nostry dom sień Żowanu! [Irl-An	How terribly empty is our home without Jan! [Irl-Ania]	Jak strasznie pusty jest nasz dom bez Jana! [Irl-Ania]	sawtacie
315	aphorisms	Powiecz sie endromioru, jajęć twa imażeń z pałpierbar... [Ir	In a moment I will fall asleep, having your image under my e	Zaraz zasnę, mając Twój obraz pod powiekami... [Irl-Ania]	sawtacie
316	aphorisms	Kędy jesz łoniąc, ki implerzy wiódtać, kwała po sie dziestac	When you are far away, who will fill the emptiness you leave	Gdy jesteś daleko, kto wypełni pustkę, jaką po sobie zostawi	sawtacie
317	aphorisms	Celibat ofrocaty łu rąpiąd drzecór womnie! Jo protestu! [Irl	Forced celibate, that's an infringement of human rights! I p	Przymusowy celibat to łamanie praw człowieka! Protestuję! [I	sawtacie
318	aphorisms	Miej mąd skadzie za ściołar sur ciara, kędy nie ja ciej. [Go	My world falls from the stars onto the Earth, when you are n	Mój świat upada z gwiazd na ziemię, kiedy nie ma Cię. [Gosia	sawtacie
319	aphorisms	Ty en okłór jasz kołórz czału za miar kostar. [Gitarze Rubrz	In your eyes, you have the colour of the sky in my part of t	Ty w oczach masz kolor nieba z moich stron. [Czerwone Gitary	sawtacie
320	aphorisms	Nie joru gwardar rzetry. Uta kędy kadzioru... Szy ty jerzysz	I won't look back. But if I fall... Will you be the ground? 	Nie będę oglądać się wstecz. Ale jak upadnę... Czy ty będzie	sawtacie
321	aphorisms	Kród ja frażyły komód wiotr. Kwiaru cie, kuty ku miej si.	My heart is fragile as glass. Please, be careful with me.	Serce mam kruche jak szkło. Proszę Cię, ostrożny ze mną bądź	sawtacie
322	aphorisms	Sur destatu rutar sta bony Dziew. Ił jędkarzy MI ruta. [Sięć	On crossroads stands the good God. He will show ME the way. 	Na rozstaju dróg stoi dobry Bóg. On wskaże MI drogę. [Feel]	sawtacie
323	aphorisms	Wyszek omórz nosz dwór jąże, mąd sie komięce, mąd sie nie fi	As long as we are connected by love, the world is beginning,	Dopóki miłość nas dwoje łączy, świat się zaczyna, świat się 	sawtacie
324	aphorisms	Po kowiwiąd kośkiny oniał je trzyści.	After intercourse, every animal is sad.	"POST COITUM OMNE ANIMAL TRISTE EST.

Po stosunku każde zwier"	sawtacie
325	aphorisms	Maż jo wołu sie okost cie endromier, wołu nowy dzej ku ciej 	But I want to fall asleep on your side, I want to greet a ne	A ja chcę obok ciebie zasypiać, chcę nowy dzień z tobą witać	sawtacie
326	aphorisms	Niekoju nie posą że kęblar brylancie sur finiór miór czelór.	Nothing can be changed by the brilliants at the end of my ey	Niczego nie mogą już zmienić brylanty na końcach mych rzęs. 	sawtacie
327	aphorisms	Niekoju że nie pocie kęblar łągwieszczęca czołata en miór ok	Nothing can be changed anymore by the yearning hidden in my 	Już zmienić nie może niczego zaczajona w mych oczach tęsknot	sawtacie
328	aphorisms	Mia ownięca je komód folik en więtu...	My future is like a leaflet in the wind...	"Mijn toekomst is als een blaadje in de wind...

Moja przyszł"	sawtacie
329	aphorisms	Okurszy o fiń mędu, prokód cie jemar o fiń mędu.	I have come to the end of the world to love you till the end	Ik ben naar het einde van de wereld gekomen om van je te hou	sawtacie
330	aphorisms	Są tale dzeje, kędy łu nie wienie entutu, i łu są le dzeje, 	Some days it don't come at all and these are the days that n	Są takie dni, kiedy to nie przychodzi wcale, i to są te dni,	sawtacie
331	aphorisms	Wołu porłar, uta jelkód fucz kostrzęże, kód dzieszydru owiar	I want to speak, but I have a lump in my throat, that I want	Chcę mówić, lecz coś gardło spina, że pragnę mieć cię jeszcz	sawtacie
332	aphorisms	Ciępór fole obliszczer sonia, prokód si kród nie deskrzepar.	Sometimes one has to forget about his dreams, to keep the he	Czasem trzeba zapomnieć marzenia, żeby serce nie pękło.	sawtacie
333	aphorisms	Platerz ---> Batawia (nie ja nosz par 3 siecianie)	Opoczno ---> Netherlands (we won't be there for 3 weeks)	Opoczno ---> Holandia (nie ma nas przez 3 tygodnie)	sawtacie
334	aphorisms	Jo jęwieńszy cie, maż ty jęwieńszyś mie. [Zocha Grędzia]	I have found you, you have found me. [Jodhaa Akbar]	"Tumhe maine pa liya, mujhe tumne paaya. [Jodhaa Akbar]

Znal"	sawtacie
335	aphorisms	En gardzin miór soniór emproceś biała przymawierza. [Zocha G	In the garden of my dreams you have brought the beautiful sp	Do ogrodu moich marzeń przyniosłeś piękną wiosnę. [Jodhaa Ak	sawtacie
336	aphorisms	Niekwale historie omoruzie derą jotrzan... Śpioru, kód nostr	Some love stories live forever... I hope ours is one of them	Niektóre historie miłosne trwają wiecznie... Mam nadzieję, ż	sawtacie
337	aphorisms	Kodycz mie, kwiaru, jądź, wądź nie finie sie mąd jękóra wiec	Take me there, please, where the world does not end once aga	Zabierz mnie, proszę, tam, gdzie nie kończy się świat jeszcz	sawtacie
338	aphorisms	Flurze jaję mie kołorze, uta odórz je dzie ciej. [Zocha Gręd	The flowers have my colours, but the fragrance is from you. 	Kwiaty mają moje barwy, ale zapach jest od ciebie. [Jodhaa A	sawtacie
339	aphorisms	Sołyć o miej omórz, kwały je mi karzerzy, ka mia wita. [Soły	Salute to my love who is dearer to me than my life. [Salaam-	Pozdrawiam moją miłość, która jest droższa dla mnie, niż życ	sawtacie
340	aphorisms	En wicie pocie sie kątar sięgłamięć sur siej. Maż iłu leż ni	In life, you can count only on yourself. And even that I'd a	W życiu można liczyć tylko na siebie. A i tego nie radzę. [T	sawtacie
341	aphorisms	Nił nie dera jotrzan... forzy omorze! [Kisna]	Nothing survives forever... But love! [Kisna]	Nic nie trwa wiecznie... oprócz miłości! [Kisna]	sawtacie
342	aphorisms	Ołat włogra jękóra dzie foku nostrór kropr...	The sheets still smell like the fire of our bodies...	Pościel jeszcze pachnie ogniem naszych ciał...	sawtacie
343	aphorisms	Trów mółt omorze oszczydzierzy cie. [Rzejna]	Too much love will kill you. [Queen]	Zbyt wiele miłości cię zabije. [Królowa]	sawtacie
344	aphorisms	Gut, gut, włyję łokrzymie. En mrzepłar łokrzymiar jo i ty.	Drip, drip, tears are flowing. In the puddles of tears, ther	Kap, kap, płyną łzy. W łez kałużach ja i ty.	sawtacie
345	aphorisms	Nie mórz za omorze, uta za łu wiw! [Taal]	Don't die for love, but live for it! [Taal]	Nie umieraj z miłości, lecz nią żyj! [Taal]	sawtacie
346	aphorisms	Sień omorze, po kód morzer? Sień omorze, pro koju wiwier? [T	Without love, what's there to die for? Without love, what's 	Bez miłości, za co umierać? Bez miłości, po co żyć? [Taal]	sawtacie
347	aphorisms	Plona śpioręce, uta i ciororze...	Full of hope, but also of fear...	Pełna nadziei, ale i strachu...	sawtacie
348	aphorisms	Dzieju! Prokód mi sie szyk wlarsi, komód mi sie nie wole!	My God! If I'd only feel like it as much as I don't feel lik	Boże! Żeby mi się tak chciało, jak mi się nie chce!	sawtacie
349	aphorisms	Zebdamięć mąd sie enłoka en twór okłór...	Suddenly the world fits within your eyes...	Nagle świat się mieści w Twoich oczach...	sawtacie
350	aphorisms	Ciępu nie kiera wółnr, sięgłamięć świeszcze o dołorz.	Times does heal any wounds, it just gets you used to the pai	Czas nie leczy ran, tylko przyzwyczaja do bólu.	sawtacie
351	aphorisms	Urzele miej lęgwie są urzele miu mędu.	The borders of my language are the borders of my world.	Granice mojego języka są granicami mojego świata.	sawtacie
352	aphorisms	Nękwa nie judka womnie, przekód nie wadszerzysz przymieśmie 	Never judge a person until you have walked at least a mile i	Nigdy nie osądzaj człowieka, zanim nie chodziłeś przynajmnie	sawtacie
353	aphorisms	Womni, kwali je graw ku sułu siej, probablemięć ileż jerzy g	A person who cannot live with himself probably cannot live w	Człowiekowi, któremu jest ciężko z samym sobą, prawdopodobni	sawtacie
